"ENSEMBL_clean","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSEMBL","SYMBOL","GENENAME","ENTREZID"
"ENSG00000167105",6.30150471428128,1.60610737089699,0.37105672142144,4.32846860917741,1.50149728326192e-05,0.000172500736328243,"ENSG00000167105.3","TMEM92","transmembrane protein 92","162461"
"ENSG00000167207",23.5588060520045,1.01259022361305,0.259266769556046,3.90559200990916,9.39949846083063e-05,0.00068892306378918,"ENSG00000167207.7","NOD2","nucleotide binding oligomerization domain containing 2","64127"
"ENSG00000167208",29.6019652108907,1.03586036589414,0.330989975514632,3.1295822910756,0.00175055032991004,0.00648944414528029,"ENSG00000167208.10","SNX20","sorting nexin 20","124460"
"ENSG00000167613",279.938209402972,1.02110040333078,0.260762610932635,3.91582366689286,9.00960828442391e-05,0.000665044495908054,"ENSG00000167613.11","LAIR1","leukocyte associated immunoglobulin like receptor 1","3903"
"ENSG00000167644",8.46558972601298,1.04092713603129,0.308068874603708,3.37887797775842,0.000727823049404311,0.00326733110956219,"ENSG00000167644.7","C19orf33","chromosome 19 open reading frame 33","64073"
"ENSG00000167646",9.54080887234308,1.1642053869929,0.229812680777206,5.06588837071857,4.06500089317572e-07,1.26372808665937e-05,"ENSG00000167646.9","DNAAF3","dynein axonemal assembly factor 3","352909"
"ENSG00000167676",609.715704261186,1.17102730671917,0.228152387751831,5.13265418020931,2.85684530090009e-07,9.90114589566648e-06,"ENSG00000167676.3","PLIN4","perilipin 4","729359"
"ENSG00000167711",106.766017764723,1.25494538956218,0.215117590933082,5.83376461273482,5.41905563752647e-09,6.29103095374664e-07,"ENSG00000167711.9","SERPINF2","serpin family F member 2","5345"
"ENSG00000167895",242.061846660163,1.21837791058488,0.225973738126521,5.39167923089682,6.98022889272498e-08,3.67869142375008e-06,"ENSG00000167895.10","TMC8","transmembrane channel like 8","147138"
"ENSG00000167941",3.90618081921175,-1.60866719111866,0.514875085571648,-3.12438344017483,0.00178178099636947,0.0065826837704523,"ENSG00000167941.2","SOST","sclerostin","50964"
"ENSG00000167994",361.012734186412,1.02121522163948,0.167675296267435,6.09043338149636,1.12605435495507e-09,2.17367771472199e-07,"ENSG00000167994.7","RAB3IL1","RAB3A interacting protein like 1","5866"
"ENSG00000168081",94.2767045775813,-1.12913051566074,0.29032757323786,-3.88916045096298,0.000100591599484792,0.000724792162780832,"ENSG00000168081.4","PNOC","prepronociceptin","5368"
"ENSG00000168209",1813.5096485271,1.45197007474807,0.209016949553183,6.94666187527829,3.74030707757992e-12,3.4496020997169e-09,"ENSG00000168209.4","DDIT4","DNA damage inducible transcript 4","54541"
"ENSG00000168404",228.475161800926,1.62540624292087,0.235254960352881,6.9091263388571,4.87647529378863e-12,4.26075612379921e-09,"ENSG00000168404.8","MLKL","mixed lineage kinase domain like pseudokinase","197259"
"ENSG00000168843",574.845131038072,-1.17509661266883,0.248097828770553,-4.73642441166058,2.17521818269177e-06,4.26841572705273e-05,"ENSG00000168843.9","FSTL5","follistatin like 5","56884"
"ENSG00000168874",480.613041652384,1.16681778879991,0.220312581830246,5.29619225151183,1.18242349730942e-07,5.34861375445061e-06,"ENSG00000168874.8","ATOH8","atonal bHLH transcription factor 8","84913"
"ENSG00000168959",189.508713396042,-1.29206586859279,0.316024765047427,-4.08849562279993,4.34179738097318e-05,0.000383296076877789,"ENSG00000168959.10","GRM5","glutamate metabotropic receptor 5","2915"
"ENSG00000168961",418.818555208683,1.02001589645572,0.200523035579004,5.08677665640988,3.64200301373861e-07,1.16951571737733e-05,"ENSG00000168961.12","LGALS9","galectin 9","3965"
"ENSG00000169213",589.515404126294,-1.12067023694489,0.216341281007965,-5.1801035462281,2.21762766745377e-07,8.16293501272729e-06,"ENSG00000169213.6","RAB3B","RAB3B, member RAS oncogene family","5865"
"ENSG00000169245",17.4058249112235,1.45313113126027,0.397660610081406,3.65419932077959,0.000257985797891,0.00147887507969216,"ENSG00000169245.4","CXCL10","C-X-C motif chemokine ligand 10","3627"
"ENSG00000169248",28.8232443230371,1.54953384311361,0.458106050123551,3.38247845165045,0.00071834913246491,0.00323179239784552,"ENSG00000169248.8","CXCL11","C-X-C motif chemokine ligand 11","6373"
"ENSG00000169385",31.1403762549046,1.02829855351917,0.402486660327858,2.55486368835562,0.0106229389616079,0.0275549077658831,"ENSG00000169385.2","RNASE2","ribonuclease A family member 2","6036"
"ENSG00000169397",8.3429954434102,1.32705391641217,0.404034059281194,3.28451002069749,0.00102159865218166,0.00426333816613067,"ENSG00000169397.3","RNASE3","ribonuclease A family member 3","6037"
"ENSG00000169413",95.0922921219517,1.03628668299096,0.234459060210995,4.41990461813836,9.87444747106904e-06,0.000124848212084705,"ENSG00000169413.2","RNASE6","ribonuclease A family member 6","6039"
"ENSG00000170153",89.6085856486512,-1.10656658596626,0.227488732035392,-4.86426987422879,1.14880079269621e-06,2.72057659907985e-05,"ENSG00000170153.5","RNF150","ring finger protein 150","57484"
"ENSG00000170160",128.382415645834,-2.07620373148794,0.395772362790336,-5.24595430779948,1.55475434119235e-07,6.31063002888369e-06,"ENSG00000170160.12","CCDC144A","coiled-coil domain containing 144A","9720"
"ENSG00000170324",191.02879502778,-1.00323790448784,0.22987104477801,-4.3643509144733,1.27500767520901e-05,0.000151404881374426,"ENSG00000170324.15","FRMPD2","FERM and PDZ domain containing 2","143162"
"ENSG00000170345",2807.02063312319,1.03510877203797,0.333264521421329,3.10596749880055,0.00189657560143641,0.00692131271915714,"ENSG00000170345.5","FOS","Fos proto-oncogene, AP-1 transcription factor subunit","2353"
"ENSG00000170381",170.233833337047,-1.00391022975434,0.261564778487242,-3.83809408728671,0.000123992974886983,0.000846732775030362,"ENSG00000170381.8","SEMA3E","semaphorin 3E","9723"
"ENSG00000170439",107.370114876665,1.00756280830146,0.19056181021993,5.28732807029182,1.24115924169244e-07,5.46765164705057e-06,"ENSG00000170439.5","TMT1B","thiol methyltransferase 1B","196410"
"ENSG00000170577",8.84724779965764,1.18651151383301,0.469276635665399,2.5283839502272,0.0114588961909371,0.0293246702120774,"ENSG00000170577.7","SIX2","SIX homeobox 2","10736"
"ENSG00000170627",6.45140895758412,1.09319231482031,0.339756888805324,3.21757218422934,0.00129280491525871,0.0051221609542267,"ENSG00000170627.5","GTSF1","gametocyte specific factor 1","121355"
"ENSG00000171219",11.7996568209125,1.08859098519294,0.251785600299913,4.32348388428994,1.53584362186116e-05,0.000174037815471107,"ENSG00000171219.8","CDC42BPG","CDC42 binding protein kinase gamma","55561"
"ENSG00000171236",21.6531327587022,1.50988115670349,0.371631692716586,4.06284282609599,4.84786732713107e-05,0.000415485005150764,"ENSG00000171236.9","LRG1","leucine rich alpha-2-glycoprotein 1","116844"
"ENSG00000171790",51.553625385408,1.01251966943949,0.206323782065988,4.90743073484211,9.22772279255997e-07,2.33876986380593e-05,"ENSG00000171790.11","SLFNL1","schlafen like 1","200172"
"ENSG00000171860",152.336538922296,1.12982292698128,0.250564484469774,4.50911041671421,6.51000222409993e-06,9.34075600019731e-05,"ENSG00000171860.4","C3AR1","complement C3a receptor 1","719"
"ENSG00000172404",11.1329971643581,-1.08404332499952,0.227760877555566,-4.75956773891098,1.94008006642574e-06,3.91815926797248e-05,"ENSG00000172404.4","DNAJB7","DnaJ heat shock protein family (Hsp40) member B7","150353"
"ENSG00000172578",48.7595657531856,1.57294391248831,0.282958821030614,5.55891456841391,2.7145752052923e-08,1.99401163641847e-06,"ENSG00000172578.7","KLHL6","kelch like family member 6","89857"
"ENSG00000173040",46.8849641608043,1.3131894206557,0.214207667328292,6.13045012363221,8.76307866892821e-10,1.75272131304671e-07,"ENSG00000173040.8","EVC2","EvC ciliary complex subunit 2","132884"
"ENSG00000173068",45.0210443131253,1.16145056522951,0.288414456438613,4.02701924019788,5.64884117823581e-05,0.000470292940821929,"ENSG00000173068.13","BNC2","basonuclin zinc finger protein 2","54796"
"ENSG00000173110",140.447989325111,2.55042406629381,0.352789268898681,7.22931305211068,4.85443249676963e-13,6.19911029837481e-10,"ENSG00000173110.6","HSPA6","heat shock protein family A (Hsp70) member 6","3310"
"ENSG00000173157",3.18471094735356,-1.10091633010916,0.398536308216996,-2.76239907735014,0.00573782975584138,0.0168382025414041,"ENSG00000173157.12","ADAMTS20","ADAM metallopeptidase with thrombospondin type 1 motif 20","80070"
"ENSG00000173369",1566.3224950841,1.11284617959614,0.3282092561306,3.39066055819377,0.000697243999830917,0.00316255400032597,"ENSG00000173369.11","C1QB","complement C1q B chain","713"
"ENSG00000173372",938.030128180268,1.23611656896435,0.298959133806785,4.13473424686613,3.55365619232725e-05,0.000331056377378365,"ENSG00000173372.12","C1QA","complement C1q A chain","712"
"ENSG00000173530",158.384975112482,1.69744614880148,0.272972500684608,6.21837783858935,5.02320798861088e-10,1.22632758557249e-07,"ENSG00000173530.5","TNFRSF10D","TNF receptor superfamily member 10d","8793"
"ENSG00000173611",53.2431174102179,-1.02318303985605,0.208680006508384,-4.9031196470417,9.43264902442893e-07,2.36463197652611e-05,"ENSG00000173611.12","SCAI","suppressor of cancer cell invasion","286205"
"ENSG00000173762",11.0237850843416,1.01017592111184,0.244468581444238,4.13212984320547,3.59417280789237e-05,0.000333520753403137,"ENSG00000173762.3","CD7","CD7 molecule","924"
"ENSG00000173976",6.61410101368343,1.44386281774218,0.398861337501868,3.6199618313104,0.000294646476144066,0.001627220941606,"ENSG00000173976.11","RAX2","retina and anterior neural fold homeobox 2","84839"
"ENSG00000173991",316.965723638064,1.27421132064388,0.189540865273518,6.72262057475111,1.7848492912682e-11,1.01397607387712e-08,"ENSG00000173991.5","TCAP","titin-cap","8557"
"ENSG00000174236",13.1333756516483,1.07513518249222,0.236500871406085,4.54600939142483,5.46725978244267e-06,8.29634183257137e-05,"ENSG00000174236.2","REP15","RAB15 effector protein","387849"
"ENSG00000174448",6.69614963089129,-1.14437524234555,0.282546392565793,-4.05022068041116,5.11693546267969e-05,0.000434063595380406,"ENSG00000174448.4","STARD6","StAR related lipid transfer domain containing 6","147323"
"ENSG00000174576",33.9170720528833,-1.56874268497719,0.397832976539425,-3.94321933446292,8.03950657125304e-05,0.000609981026459652,"ENSG00000174576.4","NPAS4","neuronal PAS domain protein 4","266743"
"ENSG00000174948",8.04228699295598,-2.15887753987766,0.422323062017442,-5.11191013241067,3.18917543811782e-07,1.06312251904004e-05,"ENSG00000174948.5","GPR149","G protein-coupled receptor 149","344758"
"ENSG00000175063",7.13219655248319,1.7232180700183,0.452088775853385,3.81168071860547,0.000138025088590266,0.000918378555385572,"ENSG00000175063.12","UBE2C","ubiquitin conjugating enzyme E2 C","11065"
"ENSG00000175175",138.64895190868,-1.5076874283873,0.314706628937586,-4.79077111745972,1.66141562551476e-06,3.50459476482471e-05,"ENSG00000175175.4","PPM1E","protein phosphatase, Mg2+/Mn2+ dependent 1E","22843"
"ENSG00000175426",1755.38114287221,-1.13128745076196,0.266137534673548,-4.2507624944735,2.13043989462723e-05,0.000222857168813527,"ENSG00000175426.6","PCSK1","proprotein convertase subtilisin/kexin type 1","5122"
"ENSG00000175518",8.92778491145043,1.25452892862381,0.284668750617039,4.4069780258793,1.0482281768882e-05,0.00013023193391548,"ENSG00000175518.6","UBQLNL","ubiquilin like","143630"
"ENSG00000175592",36.0134673149097,1.19635274245741,0.347842204594784,3.43935476102185,0.00058310256901303,0.00276100563268263,"ENSG00000175592.4","FOSL1","FOS like 1, AP-1 transcription factor subunit","8061"
"ENSG00000175832",64.0745070091034,1.22631407438737,0.269492642115725,4.55045475364323,5.35300975424968e-06,8.14530842624188e-05,"ENSG00000175832.8","ETV4","ETS variant transcription factor 4","2118"
"ENSG00000175874",1293.22520467108,-1.16311458107956,0.276578369205157,-4.20537073966474,2.60654527449405e-05,0.000259109329951352,"ENSG00000175874.4","CREG2","cellular repressor of E1A stimulated genes 2","200407"
"ENSG00000176046",932.40438909528,1.47511692305033,0.252105814710288,5.85118167443099,4.88092716895166e-09,5.78773370941189e-07,"ENSG00000176046.7","NUPR1","nuclear protein 1, transcriptional regulator","26471"
"ENSG00000176387",120.256513215899,1.0731667274971,0.270887170945939,3.96167424152866,7.44260388645856e-05,0.000576550009888467,"ENSG00000176387.6","HSD11B2","hydroxysteroid 11-beta dehydrogenase 2","3291"
"ENSG00000176697",231.091800887586,-1.19324255735603,0.219988616560668,-5.42411046540202,5.82438558325881e-08,3.26291684602578e-06,"ENSG00000176697.14","BDNF","brain derived neurotrophic factor","627"
"ENSG00000176928",101.668480736996,-1.11264906006754,0.296330612965186,-3.75475570658729,0.0001735106272995,0.00109232079021577,"ENSG00000176928.4","GCNT4","glucosaminyl (N-acetyl) transferase 4","51301"
"ENSG00000177034",212.410636831584,-1.15679979344939,0.244489951126559,-4.73148196119757,2.22886627255982e-06,4.35310694009007e-05,"ENSG00000177034.10","MTX3","metaxin 3","345778"
"ENSG00000177234",117.445632384027,1.460413652758,0.220359974654949,6.62739980363851,3.41651383466169e-11,1.66816312262408e-08,"ENSG00000177234.5","LINC01561","long intergenic non-protein coding RNA 1561","404216"
"ENSG00000177272",42.517636286666,-1.07112014443047,0.252092827417015,-4.24891162277542,2.14811638892887e-05,0.000224063682565599,"ENSG00000177272.7","KCNA3","potassium voltage-gated channel subfamily A member 3","3738"
"ENSG00000177374",136.124998874643,1.19769775449361,0.210066670047692,5.70151254466832,1.18748994816551e-08,1.1013140016478e-06,"ENSG00000177374.7","HIC1","HIC ZBTB transcriptional repressor 1","3090"
"ENSG00000177464",284.773692920825,1.68778846650747,0.272824032575297,6.18636287491154,6.15681917864255e-10,1.39342243581339e-07,"ENSG00000177464.4","GPR4","G protein-coupled receptor 4","2828"
"ENSG00000177710",6.11065008241266,1.06146249386179,0.284545258965887,3.73038193544123,0.000191189720553088,0.00117509831577261,"ENSG00000177710.5","SLC35G5","solute carrier family 35 member G5","83650"
"ENSG00000178055",3.57932958356626,1.49570830862248,0.364631014450652,4.10197775105853,4.09633670208325e-05,0.000367188367123564,"ENSG00000178055.8",NA,NA,NA
"ENSG00000178343",40.870026920572,1.17475856825908,0.24057443183437,4.88313973892236,1.04409822254421e-06,2.54523855983208e-05,"ENSG00000178343.4","SHISA3","shisa family member 3","152573"
"ENSG00000178385",114.121908670592,-1.423500916322,0.269561187417319,-5.2808081532829,1.28615308763736e-07,5.50294520821334e-06,"ENSG00000178385.9","PLEKHM3","pleckstrin homology domain containing M3","389072"
"ENSG00000178462",5.81153034703914,1.50120589124323,0.42199571737323,3.55739603375051,0.00037454926420041,0.00196209919059357,"ENSG00000178462.7","TUBAL3","tubulin alpha like 3","79861"
"ENSG00000178502",67.7642513521789,-1.04882774528447,0.2632507665463,-3.98413937799494,6.77251167860679e-05,0.000538608275614331,"ENSG00000178502.5","KLHL11","kelch like family member 11","55175"
"ENSG00000178602",66.1457653495771,1.32269635151871,0.233877151632073,5.65551761806783,1.55377289796973e-08,1.36975349461227e-06,"ENSG00000178602.3","OTOS","otospiralin","150677"
"ENSG00000179066",31.5869218574459,1.07429380968473,0.260324791945925,4.12674414009665,3.67935364131244e-05,0.000338942349689297,"ENSG00000179066.6","LOC124904701","hepatitis A virus cellular receptor 1-like","124904701"
"ENSG00000179111",60.5928337688809,1.04168507591498,0.218079440691973,4.77663127074097,1.78256202964571e-06,3.67606363405571e-05,"ENSG00000179111.4","HES7","hes family bHLH transcription factor 7","84667"
"ENSG00000179528",7.62102828424081,1.83608157322127,0.386146182725585,4.75488728196513,1.9855716758117e-06,3.98578904354898e-05,"ENSG00000179528.11","LBX2","ladybird homeobox 2","85474"
"ENSG00000179564",64.9676568240125,1.04992223748029,0.327078401724691,3.21000173641556,0.00132734170451838,0.0052302871200355,"ENSG00000179564.3","LSMEM2","leucine rich single-pass membrane protein 2","132228"
"ENSG00000179841",134.574871143549,-1.35212530941756,0.255626775622494,-5.28945102141554,1.22684028176331e-07,5.46026153285596e-06,"ENSG00000179841.7","AKAP5","A-kinase anchoring protein 5","9495"
"ENSG00000180061",11.921974618702,1.44124213508978,0.344286946065536,4.18616549816975,2.83706523628898e-05,0.000275750117023615,"ENSG00000180061.5","TMEM150B","transmembrane protein 150B","284417"
"ENSG00000180340",42.3678160916614,1.02242239657112,0.228297051282218,4.47847394799339,7.51785431388789e-06,0.000103657723808017,"ENSG00000180340.5","FZD2","frizzled class receptor 2","2535"
"ENSG00000180353",488.678041863994,1.04710045464777,0.246044686366665,4.2557328512567,2.08365382759946e-05,0.00021948437304555,"ENSG00000180353.6","HCLS1","hematopoietic cell-specific Lyn substrate 1","3059"
"ENSG00000180440",527.198741175043,-1.22586647406992,0.27614862395505,-4.43915474396662,9.03128666636521e-06,0.000117498738204019,"ENSG00000180440.3","SERTM1","serine rich and transmembrane domain containing 1","400120"
"ENSG00000180871",5.1035639905191,1.23462229768722,0.40082158471449,3.08022907141254,0.0020684144293589,0.00741475878682513,"ENSG00000180871.3","CXCR2","C-X-C motif chemokine receptor 2","3579"
"ENSG00000181016",169.179981728068,1.04278006518911,0.169568846776674,6.14959696318792,7.7680085499335e-10,1.6323634169297e-07,"ENSG00000181016.5","LSMEM1","leucine rich single-pass membrane protein 1","286006"
"ENSG00000181215",84.6557238292129,-1.44698777004505,0.2894389543733,-4.99928481699399,5.75433503362575e-07,1.63295240843113e-05,"ENSG00000181215.8","C4orf50","chromosome 4 open reading frame 50","389197"
"ENSG00000181433",2.00061043557135,1.73624462744733,0.684537008476382,2.5363780277005,0.011200575305411,0.0287655864240605,"ENSG00000181433.5","SAGE1","sarcoma antigen 1","55511"
"ENSG00000181885",12.0726105054726,1.56986710406077,0.286999756041862,5.46992487279952,4.50226382152074e-08,2.83278046470393e-06,"ENSG00000181885.14","CLDN7","claudin 7","1366"
"ENSG00000182177",6.54628065521376,-1.13557863552976,0.31465885884268,-3.6089199576533,0.000307474452833365,0.00168517114278201,"ENSG00000182177.9","ASB18","ankyrin repeat and SOCS box containing 18","401036"
"ENSG00000182256",39.3058191342517,-1.21977597566479,0.245749204179573,-4.96349918908984,6.92343305290962e-07,1.88419528051398e-05,"ENSG00000182256.8","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3","2567"
"ENSG00000182348",7.79871747824197,-1.25505643880035,0.343634944110554,-3.65229572926254,0.000259906324501803,0.00148550744440183,"ENSG00000182348.5","ZNF804B","zinc finger protein 804B","219578"
"ENSG00000182718",771.845359906895,1.09108314894481,0.285186848356758,3.82585366482224,0.000130319690553398,0.000878018337206555,"ENSG00000182718.11","ANXA2","annexin A2","302"
"ENSG00000182866",4.58628564772738,1.21841736222449,0.395597400713884,3.07994279038682,0.00207040360030368,0.00741778205848098,"ENSG00000182866.12","LCK","LCK proto-oncogene, Src family tyrosine kinase","3932"
"ENSG00000182885",8.58814318465442,1.27656218993544,0.381675060736447,3.34463086865645,0.000823921483518606,0.00361085547726832,"ENSG00000182885.12","ADGRG3","adhesion G protein-coupled receptor G3","222487"
"ENSG00000183090",130.76727301208,-1.4217681001703,0.414999122068525,-3.42595447692425,0.000612643052520467,0.00287058631523914,"ENSG00000183090.5","FREM3","FRAS1 related extracellular matrix 3","166752"
"ENSG00000183421",5.14487397793735,2.49882156628275,0.789904456668432,3.16344786408978,0.00155912274745314,0.00594464784806373,"ENSG00000183421.7","RIPK4","receptor interacting serine/threonine kinase 4","54101"
"ENSG00000183615",60.9404677194675,1.89093510387443,0.259081609492728,7.29860798524763,2.9076010074395e-13,5.36323159161146e-10,"ENSG00000183615.5","FAM167B","family with sequence similarity 167 member B","84734"
"ENSG00000183729",8.11183774835021,-1.46291471354307,0.437547468218239,-3.34344230010126,0.000827458996296678,0.00362348899960991,"ENSG00000183729.3",NA,NA,NA
"ENSG00000183748",12.9433950658124,1.00142804184374,0.345516099863894,2.89835420762803,0.00375126668861513,0.0120221579725289,"ENSG00000183748.4",NA,NA,NA
"ENSG00000183943",663.563364749701,1.00467974438137,0.220211696504354,4.56233597183839,5.05876117134736e-06,7.85598636160314e-05,"ENSG00000183943.5","PRKX","protein kinase cAMP-dependent X-linked catalytic subunit","5613"
"ENSG00000183963",1144.96199699583,1.36163652675319,0.21591608566697,6.3063227667687,2.85742838285114e-10,8.17864975581238e-08,"ENSG00000183963.13","SMTN","smoothelin","6525"
"ENSG00000184371",1059.98531085082,1.24371188575236,0.214296440216044,5.8036982998808,6.48679529814989e-09,7.08469004898594e-07,"ENSG00000184371.9","CSF1","colony stimulating factor 1","1435"
"ENSG00000184557",648.032639954399,1.48014901231564,0.403380333222713,3.66936335366263,0.000243155267850036,0.00141685524800929,"ENSG00000184557.3","SOCS3","suppressor of cytokine signaling 3","9021"
"ENSG00000184611",32.8006148935322,-1.06948457519109,0.253968266739637,-4.21109530305023,2.54135497815895e-05,0.000254304002365381,"ENSG00000184611.7","KCNH7","potassium voltage-gated channel subfamily H member 7","90134"
"ENSG00000184682",3.19833053187292,1.18640001319964,0.388335469660197,3.05509052324725,0.00224992601843013,0.00795548920808491,"ENSG00000184682.5",NA,NA,NA
"ENSG00000185022",495.529702422671,1.58369008430177,0.24180639478496,6.54941357407095,5.77634582541614e-11,2.39732792619333e-08,"ENSG00000185022.7","MAFF","MAF bZIP transcription factor F","23764"
"ENSG00000185352",61.0565660932137,-1.86589655573345,0.391542776341195,-4.76549860827335,1.88387197769613e-06,3.81857859606026e-05,"ENSG00000185352.7","HS6ST3","heparan sulfate 6-O-sulfotransferase 3","266722"
"ENSG00000185507",300.422790818359,1.14233660364474,0.200946083822404,5.68479157152592,1.30972293198445e-08,1.19465441724581e-06,"ENSG00000185507.15","IRF7","interferon regulatory factor 7","3665"
"ENSG00000185522",34.2560649775145,1.35531510265516,0.20166344476754,6.72067812893631,1.80880758409493e-11,1.01397607387712e-08,"ENSG00000185522.4","LMNTD2","lamin tail domain containing 2","256329"
"ENSG00000185633",744.483789277504,1.09869362564594,0.216722658773942,5.06958354913856,3.98687095607732e-07,1.24879329701584e-05,"ENSG00000185633.6","COXFA4L2","cytochrome c oxidase hypoxia associated subunit FA4L2","56901"
"ENSG00000185955",138.906528686014,1.82318015256575,0.282102349155448,6.46283222392137,1.02761208631105e-10,3.62965707337229e-08,"ENSG00000185955.4","SPACDR","sperm acrosome developmental regulator","402573"
"ENSG00000186081",64.3067057388353,-1.2702433574404,0.319314985736145,-3.97802613150771,6.94897362578305e-05,0.000548288551148405,"ENSG00000186081.7","KRT5","keratin 5","3852"
"ENSG00000186212",268.308863511816,-1.03576513490773,0.293824887152716,-3.52511029594778,0.000423306502530113,0.00215749126641582,"ENSG00000186212.2","SOWAHB","sosondowah ankyrin repeat domain family member B","345079"
"ENSG00000186479",839.431937385753,-1.28165723410516,0.270429865760276,-4.7393331742482,2.14422687397765e-06,4.22759030105736e-05,"ENSG00000186479.4","RGS7BP","regulator of G protein signaling 7 binding protein","401190"
"ENSG00000187045",13.405816423067,1.03533567099935,0.232220081425465,4.45842437331012,8.25643167807009e-06,0.000110722920686432,"ENSG00000187045.12","TMPRSS6","transmembrane serine protease 6","164656"
"ENSG00000187116",6.53268215349202,1.31278994818544,0.493136538943479,2.66212264659607,0.00776495797790688,0.0214307676460901,"ENSG00000187116.9","LILRA5","leukocyte immunoglobulin like receptor A5","353514"
"ENSG00000187323",54.3312320403447,-1.29125675290845,0.257163467647978,-5.02115158392562,5.13626039891697e-07,1.49297267840351e-05,"ENSG00000187323.7","DCC","DCC netrin 1 receptor","1630"
"ENSG00000187513",152.649641980861,1.20859671453448,0.268861629982384,4.49523687933332,6.94925418821309e-06,9.82662425711461e-05,"ENSG00000187513.8","GJA4","gap junction protein alpha 4","2701"
"ENSG00000187554",82.5311119890786,1.20785762953601,0.196281580110351,6.15369831879765,7.56966143418916e-10,1.63199934375291e-07,"ENSG00000187554.7","TLR5","toll like receptor 5","7100"
"ENSG00000187634",106.289163718324,1.37472930466099,0.29158191212598,4.71472765452964,2.42034260940052e-06,4.60781051131399e-05,"ENSG00000187634.6","SAMD11","sterile alpha motif domain containing 11","148398"
"ENSG00000187720",391.047020671314,1.04165210637367,0.248349156406239,4.1943049915973,2.73709504427235e-05,0.000267915771403097,"ENSG00000187720.10","THSD4","thrombospondin type 1 domain containing 4","79875"
"ENSG00000187796",250.773993698228,1.06098218523174,0.148763495939791,7.13200626624928,9.89163701445098e-13,1.09474044051267e-09,"ENSG00000187796.9","CARD9","caspase recruitment domain family member 9","64170"
"ENSG00000187800",243.730524938041,1.1670219009743,0.186909193253144,6.24379079842115,4.27091143974114e-10,1.13802981451339e-07,"ENSG00000187800.9","PEAR1","platelet endothelial aggregation receptor 1","375033"
"ENSG00000187922",18.0324620330108,1.68890804734796,0.301886248995523,5.59451797810441,2.21235545605605e-08,1.77426632492688e-06,"ENSG00000187922.9","LCN10","lipocalin 10","414332"
"ENSG00000188211",243.826531680047,-1.40614991748907,0.274445956360522,-5.12359495521918,2.99764574346283e-07,1.02818010304187e-05,"ENSG00000188211.4","NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1","374383"
"ENSG00000188263",8.46512230255284,-1.85248708102398,0.407999415167099,-4.54041602060943,5.61433381397473e-06,8.42708459726895e-05,"ENSG00000188263.6","IL17REL","interleukin 17 receptor E like","400935"
"ENSG00000188269",34.4025746920409,1.22051360215009,0.435182372129391,2.80460257656576,0.00503786546152709,0.015192298733299,"ENSG00000188269.4","OR7A5","olfactory receptor family 7 subfamily A member 5","26659"
"ENSG00000188379",6.45045440800107,2.02066643465876,0.437956233414571,4.61385471992127,3.95268763568199e-06,6.54875922554459e-05,"ENSG00000188379.5","IFNA2","interferon alpha 2","3440"
"ENSG00000188425",7.52575524198901,2.6112237064404,0.425545609880417,6.13617822816733,8.45303197027895e-10,1.71132663095855e-07,"ENSG00000188425.2","NANOS2","nanos C2HC-type zinc finger 2","339345"
"ENSG00000188452",69.3282470667402,-1.09356854304231,0.270582883161503,-4.04152890332533,5.31038341399253e-05,0.000447500888607564,"ENSG00000188452.9","CERKL","CERK like autophagy regulator","375298"
"ENSG00000188488",32.8131933147454,1.37727941980301,0.39617881123613,3.47640858304795,0.000508177442554315,0.00247621678690395,"ENSG00000188488.9","SERPINA5","serpin family A member 5","5104"
"ENSG00000188511",45.4563086267312,1.3153572250367,0.194015140963017,6.77966275470961,1.20456730667341e-11,7.78600412730208e-09,"ENSG00000188511.8","MIR3667HG","MIR3667 host gene","348645"
"ENSG00000188517",45.9601913436573,-1.13385353296237,0.233872668761314,-4.84816605107268,1.24608079741992e-06,2.88108458467522e-05,"ENSG00000188517.10","COL25A1","collagen type XXV alpha 1 chain","84570"
"ENSG00000188729",60.2250848292174,-1.46258248517419,0.267257692848967,-5.47255523155597,4.43592441254198e-08,2.82148586868235e-06,"ENSG00000188729.2","OSTN","osteocrin","344901"
"ENSG00000188783",1256.03253986301,1.00558979993938,0.22655555627057,4.43860135894627,9.05453419859475e-06,0.000117708944581732,"ENSG00000188783.5","PRELP","proline and arginine rich end leucine rich repeat protein","5549"
"ENSG00000188959",3.47046767222298,1.78373338830867,0.40782671533524,4.37375316828476,1.22128461709776e-05,0.000146810614977841,"ENSG00000188959.9","C9orf152","chromosome 9 open reading frame 152","401546"
"ENSG00000188992",6.5190618166796,-1.09411335686934,0.310668530312047,-3.52180298329659,0.000428622558954552,0.00217641682312953,"ENSG00000188992.7","LIPI","lipase I","149998"
"ENSG00000189108",23.1241131158892,-1.17457931338091,0.348018411310654,-3.37504935143341,0.000738024547296045,0.00330419242439634,"ENSG00000189108.7","IL1RAPL2","interleukin 1 receptor accessory protein like 2","26280"
"ENSG00000189367",17.5432642594439,-1.28111493723026,0.296191062585008,-4.32529910271205,1.52325036562713e-05,0.000173558540286726,"ENSG00000189367.10","KIAA0408","KIAA0408","9729"
